Age Group,total_cases_by_age,age_based_case_rate,age_based_deaths,age_based_death_rate,date
65+,762525,9.1,60960,70.7,2022-03-09
65+,763083,9.1,61107,70.7,2022-03-10
65+,764537,9.1,61413,70.8,2022-03-13
65+,764654,9.1,61410,70.8,2022-03-14
65+,765067,9.1,61514,70.8,2022-03-15
65+,765499,9.1,61600,70.8,2022-03-16
65+,766176,9.1,61709,70.8,2022-03-17
65+,768065,9.1,61915,70.8,2022-03-20
65+,768174,9.1,61928,70.8,2022-03-21
65+,768782,9.1,61998,70.8,2022-03-22
65+,769117,9.1,62080,70.8,2022-03-23
65+,769460,9.1,62163,70.8,2022-03-24
65+,770304,9.1,62265,70.8,2022-03-27
65+,770437,9.1,62264,70.8,2022-03-28
65+,770761,9.1,62323,70.8,2022-03-29
65+,771204,9.1,62380,70.8,2022-03-30
65+,771649,9.1,62442,70.8,2022-03-31
65+,772843,9.1,62552,70.8,2022-04-04
65+,773904,9.1,62691,70.8,2022-04-07
65+,775687,9.1,62829,70.8,2022-04-12
65+,776408,9.1,62942,70.8,2022-04-14
65+,777976,9.1,63047,70.8,2022-04-18
65+,779725,9.1,63199,70.8,2022-04-21
65+,781973,9.1,63296,70.8,2022-04-25
65+,783780,9.1,63433,70.8,2022-04-28
65+,786475,9.1,63514,70.8,2022-05-02
65+,788951,9.1,63627,70.8,2022-05-05
65+,792562,9.1,63690,70.8,2022-05-09
65+,794697,9.1,63795,70.8,2022-05-12
65+,800372,9.1,63868,70.8,2022-05-16
65+,805086,9.2,63988,70.8,2022-05-19
65+,811342,9.2,64068,70.8,2022-05-23
65+,816097,9.2,64160,70.8,2022-05-26
65+,822839,9.2,64235,70.8,2022-05-30
65+,826857,9.2,64309,70.8,2022-06-02
65+,834593,9.2,64370,70.8,2022-06-06
65+,839919,9.2,64452,70.8,2022-06-09
65+,847094,9.2,64531,70.8,2022-06-13
65+,850714,9.2,64639,70.8,2022-06-16
65+,858909,9.3,64697,70.9,2022-06-20
65+,864920,9.3,64771,70.8,2022-06-23
65+,873345,9.3,64850,70.9,2022-06-27
65+,880205,9.3,64984,70.9,2022-06-30
65+,889373,9.4,65057,70.9,2022-07-04
65+,894657,9.4,65165,70.9,2022-07-07
65+,905210,9.4,65264,70.9,2022-07-11
65+,913149,9.4,65374,70.9,2022-07-14
65+,923136,9.5,65462,70.9,2022-07-18
65+,930287,9.5,65606,70.9,2022-07-21
65+,939675,9.5,65709,71,2022-07-25
65+,946680,9.5,65849,71,2022-07-28
65+,955185,9.6,65957,71,2022-08-01
65+,961048,9.6,66093,71,2022-08-04
65+,968013,9.6,66204,71,2022-08-08
65+,972587,9.6,66352,71.1,2022-08-11
65+,978656,9.6,66476,71.1,2022-08-15
65+,983121,9.7,66621,71.1,2022-08-18
65+,988510,9.7,66744,71.1,2022-08-22
65+,992273,9.7,66902,71.1,2022-08-25
65+,996860,9.7,66965,71.1,2022-08-29
65+,1000294,9.7,67067,71.2,2022-09-01
65+,1004098,9.7,67164,71.2,2022-09-05
65+,1006691,9.7,67345,71.2,2022-09-08
65+,1016587,9.8,67716,71.3,2022-09-20
Missing,84,0.2,0,0,2020-04-22
Missing,81,0.2,0,0,2020-04-23
Missing,88,0.2,0,0,2020-04-24
Missing,95,0.2,0,0,2020-04-25
Missing,85,0.2,0,0,2020-04-26
Missing,86,0.2,0,0,2020-04-27
Missing,75,0.2,0,0,2020-04-28
Missing,72,0.2,0,0,2020-04-29
Missing,80,0.2,0,0,2020-04-30
Missing,82,0.2,0,0,2020-05-01
Missing,87,0.2,0,0,2020-05-02
Missing,90,0.2,0,0,2020-05-03
Missing,92,0.2,0,0,2020-05-04
Missing,94,0.2,1,0,2020-05-05
Missing,88,0.1,1,0,2020-05-06
Missing,98,0.2,1,0,2020-05-07
Missing,99,0.2,1,0,2020-05-08
Missing,98,0.1,1,0,2020-05-09
Missing,91,0.1,1,0,2020-05-10
Missing,93,0.1,1,0,2020-05-11
Missing,103,0.1,1,0,2020-05-12
Missing,111,0.2,1,0,2020-05-13
Missing,113,0.2,1,0,2020-05-14
Missing,109,0.1,1,0,2020-05-15
Missing,109,0.1,1,0,2020-05-16
Missing,106,0.1,0,0,2020-05-17
Missing,105,0.1,0,0,2020-05-18
Missing,109,0.1,0,0,2020-05-19
Missing,113,0.1,0,0,2020-05-20
Missing,118,0.1,0,0,2020-05-21
Missing,125,0.1,0,0,2020-05-22
Missing,132,0.1,1,0,2020-05-23
Missing,137,0.1,1,0,2020-05-24
Missing,135,0.1,0,0,2020-05-25
Missing,149,0.2,0,0,2020-05-26
Missing,155,0.2,0,0,2020-05-27
Missing,159,0.2,0,0,2020-05-28
Missing,169,0.2,0,0,2020-05-29
Missing,172,0.2,0,0,2020-05-30
Missing,177,0.2,0,0,2020-05-31
Missing,177,0.2,0,0,2020-06-01
Missing,178,0.2,0,0,2020-06-02
Missing,179,0.1,0,0,2020-06-03
Missing,181,0.1,0,0,2020-06-04
Missing,185,0.1,0,0,2020-06-05
Missing,193,0.1,0,0,2020-06-06
Missing,192,0.1,0,0,2020-06-07
Missing,193,0.1,0,0,2020-06-08
Missing,179,0.1,0,0,2020-06-09
Missing,187,0.1,1,0,2020-06-10
Missing,190,0.1,1,0,2020-06-11
Missing,197,0.1,1,0,2020-06-12
Missing,204,0.1,1,0,2020-06-13
Missing,206,0.1,1,0,2020-06-14
Missing,205,0.1,1,0,2020-06-15
Missing,201,0.1,1,0,2020-06-16
Missing,201,0.1,1,0,2020-06-17
Missing,205,0.1,1,0,2020-06-18
Missing,211,0.1,1,0,2020-06-19
Missing,195,0.1,1,0,2020-06-20
Missing,188,0.1,1,0,2020-06-21
Missing,201,0.1,1,0,2020-06-22
Missing,194,0.1,1,0,2020-06-23
Missing,196,0.1,1,0,2020-06-24
Missing,200,0.1,1,0,2020-06-25
Missing,214,0.1,1,0,2020-06-26
Missing,1058,0.1,1,0,2020-06-27
Missing,233,0.1,1,0,2020-06-28
Missing,231,0.1,1,0,2020-06-29
Missing,233,0.1,1,0,2020-06-30
Missing,246,0.1,1,0,2020-07-01
Missing,256,0.1,1,0,2020-07-02
Missing,272,0.1,1,0,2020-07-03
Missing,280,0.1,1,0,2020-07-04
Missing,308,0.1,1,0,2020-07-05
Missing,311,0.1,1,0,2020-07-06
Missing,325,0.1,1,0,2020-07-07
Missing,338,0.1,1,0,2020-07-08
Missing,356,0.1,1,0,2020-07-09
Missing,353,0.1,0,0,2020-07-10
Missing,370,0.1,0,0,2020-07-11
Missing,388,0.1,0,0,2020-07-12
Missing,456,0.1,0,0,2020-07-13
Missing,404,0.1,0,0,2020-07-14
Missing,404,0.1,0,0,2020-07-15
Missing,423,0.1,0,0,2020-07-16
Missing,472,0.1,0,0,2020-07-17
Missing,443,0.1,0,0,2020-07-18
Missing,457,0.1,0,0,2020-07-19
Missing,464,0.1,0,0,2020-07-20
Missing,473,0.1,0,0,2020-07-21
Missing,467,0.1,0,0,2020-07-22
Missing,491,0.1,0,0,2020-07-23
Missing,521,0.1,0,0,2020-07-24
Missing,531,0.1,0,0,2020-07-25
Missing,535,0.1,0,0,2020-07-26
Missing,535,0.1,0,0,2020-07-27
Missing,592,0.1,0,0,2020-07-28
Missing,589,0.1,0,0,2020-07-29
Missing,587,0.1,0,0,2020-07-30
Missing,619,0.1,1,0,2020-07-31
Missing,735,0.1,1,0,2020-08-01
Missing,708,0.1,1,0,2020-08-02
Missing,639,0.1,1,0,2020-08-03
Missing,656,0.1,1,0,2020-08-04
Missing,686,0.1,1,0,2020-08-05
Missing,717,0.1,1,0,2020-08-06
Missing,722,0.1,2,0,2020-08-07
Missing,748,0.1,2,0,2020-08-08
Missing,776,0.1,2,0,2020-08-09
Missing,776,0.1,1,0,2020-08-10
Missing,834,0.1,1,0,2020-08-11
Missing,838,0.1,2,0,2020-08-12
Missing,836,0.1,2,0,2020-08-13
Missing,846,0.1,5,0,2020-08-14
Missing,866,0.1,4,0,2020-08-15
Missing,862,0.1,4,0,2020-08-16
Missing,860,0.1,4,0,2020-08-17
Missing,862,0.1,3,0,2020-08-18
Missing,874,0.1,3,0,2020-08-19
Missing,894,0.1,3,0,2020-08-20
Missing,897,0.1,3,0,2020-08-21
Missing,909,0.1,3,0,2020-08-22
Missing,928,0.1,3,0,2020-08-23
Missing,929,0.1,3,0,2020-08-24
Missing,919,0.1,4,0,2020-08-25
Missing,909,0.1,4,0,2020-08-26
Missing,900,0.1,3,0,2020-08-27
Missing,901,0.1,3,0,2020-08-28
Missing,911,0.1,2,0,2020-08-29
Missing,908,0.1,2,0,2020-08-30
Missing,898,0.1,2,0,2020-08-31
Missing,889,0.1,2,0,2020-09-01
Missing,892,0.1,2,0,2020-09-02
Missing,902,0.1,2,0,2020-09-03
Missing,910,0.1,2,0,2020-09-04
Missing,908,0.1,2,0,2020-09-05
Missing,900,0.1,2,0,2020-09-06
Missing,903,0.1,2,0,2020-09-07
Missing,897,0.1,2,0,2020-09-08
Missing,905,0.1,2,0,2020-09-09
Missing,918,0.1,2,0,2020-09-10
Missing,936,0.1,2,0,2020-09-11
Missing,922,0.1,1,0,2020-09-12
Missing,921,0.1,1,0,2020-09-13
Missing,912,0.1,1,0,2020-09-14
Missing,914,0.1,1,0,2020-09-15
Missing,923,0.1,0,0,2020-09-16
Missing,922,0.1,0,0,2020-09-17
Missing,916,0.1,0,0,2020-09-18
Missing,910,0.1,0,0,2020-09-19
Missing,910,0.1,0,0,2020-09-20
Missing,911,0.1,0,0,2020-09-21
Missing,921,0.1,0,0,2020-09-22
Missing,922,0.1,0,0,2020-09-23
Missing,914,0.1,0,0,2020-09-24
Missing,889,0.1,0,0,2020-09-25
Missing,881,0.1,0,0,2020-09-26
Missing,883,0.1,0,0,2020-09-27
Missing,885,0.1,0,0,2020-09-28
Missing,889,0.1,0,0,2020-09-29
Missing,891,0.1,0,0,2020-09-30
Missing,890,0.1,0,0,2020-10-01
Missing,883,0.1,0,0,2020-10-02
Missing,884,0.1,0,0,2020-10-03
Missing,886,0.1,0,0,2020-10-04
Missing,884,0.1,0,0,2020-10-05
Missing,884,0.1,0,0,2020-10-06
Missing,887,0.1,0,0,2020-10-07
Missing,890,0.1,0,0,2020-10-08
Missing,884,0.1,0,0,2020-10-09
Missing,877,0.1,0,0,2020-10-10
Missing,882,0.1,0,0,2020-10-11
Missing,885,0.1,0,0,2020-10-12
Missing,895,0.1,0,0,2020-10-13
Missing,894,0.1,0,0,2020-10-14
Missing,891,0.1,1,0,2020-10-15
Missing,880,0.1,1,0,2020-10-16
Missing,861,0.1,1,0,2020-10-17
Missing,860,0.1,1,0,2020-10-18
Missing,861,0.1,1,0,2020-10-19
Missing,845,0.1,1,0,2020-10-20
Missing,831,0.1,1,0,2020-10-21
Missing,834,0.1,1,0,2020-10-22
Missing,840,0.1,1,0,2020-10-23
Missing,851,0.1,1,0,2020-10-24
Missing,849,0.1,1,0,2020-10-25
Missing,843,0.1,1,0,2020-10-26
Missing,835,0.1,1,0,2020-10-27
Missing,853,0.1,1,0,2020-10-28
Missing,852,0.1,2,0,2020-10-29
Missing,847,0.1,2,0,2020-10-30
Missing,856,0.1,2,0,2020-10-31
Missing,865,0.1,2,0,2020-11-01
Missing,866,0.1,2,0,2020-11-02
Missing,869,0.1,1,0,2020-11-03
Missing,876,0.1,1,0,2020-11-04
Missing,882,0.1,1,0,2020-11-05
Missing,885,0.1,1,0,2020-11-06
Missing,883,0.1,1,0,2020-11-07
Missing,888,0.1,1,0,2020-11-08
Missing,889,0.1,1,0,2020-11-09
Missing,900,0.1,1,0,2020-11-10
Missing,907,0.1,1,0,2020-11-11
Missing,916,0.1,1,0,2020-11-12
Missing,933,0.1,1,0,2020-11-13
Missing,939,0.1,1,0,2020-11-14
Missing,941,0.1,1,0,2020-11-15
Missing,940,0.1,1,0,2020-11-16
Missing,947,0.1,1,0,2020-11-17
Missing,945,0.1,1,0,2020-11-18
Missing,946,0.1,1,0,2020-11-19
Missing,954,0.1,1,0,2020-11-20
Missing,956,0.1,1,0,2020-11-21
Missing,957,0.1,1,0,2020-11-22
Missing,965,0.1,1,0,2020-11-23
Missing,981,0.1,1,0,2020-11-24
Missing,987,0.1,1,0,2020-11-25
Missing,1001,0.1,1,0,2020-11-26
Missing,1010,0.1,1,0,2020-11-27
Missing,1015,0.1,2,0,2020-11-28
Missing,1013,0.1,1,0,2020-11-29
Missing,1019,0.1,1,0,2020-11-30
Missing,1033,0.1,1,0,2020-12-01
Missing,1047,0.1,1,0,2020-12-02
Missing,1058,0.1,1,0,2020-12-03
Missing,1079,0.1,1,0,2020-12-04
Missing,1088,0.1,1,0,2020-12-05
Missing,1089,0.1,1,0,2020-12-06
Missing,1092,0.1,1,0,2020-12-07
Missing,1118,0.1,2,0,2020-12-08
Missing,1124,0.1,1,0,2020-12-09
Missing,1149,0.1,1,0,2020-12-10
Missing,1176,0.1,2,0,2020-12-11
Missing,1205,0.1,1,0,2020-12-12
Missing,1216,0.1,1,0,2020-12-13
Missing,1208,0.1,1,0,2020-12-14
Missing,1230,0.1,1,0,2020-12-15
Missing,1237,0.1,1,0,2020-12-16
Missing,1252,0.1,1,0,2020-12-17
Missing,1270,0.1,1,0,2020-12-18
Missing,1299,0.1,1,0,2020-12-19
Missing,1326,0.1,1,0,2020-12-20
Missing,1331,0.1,1,0,2020-12-21
Missing,1367,0.1,1,0,2020-12-22
Missing,1367,0.1,1,0,2020-12-23
Missing,1465,0.1,3,0,2020-12-24
Missing,1475,0.1,4,0,2020-12-25
Missing,1493,0.1,4,0,2020-12-26
Missing,1509,0.1,4,0,2020-12-27
Missing,1512,0.1,3,0,2020-12-28
Missing,1519,0.1,4,0,2020-12-29
Missing,1519,0.1,4,0,2020-12-30
Missing,1548,0.1,4,0,2020-12-31
Missing,1571,0.1,4,0,2021-01-01
Missing,1580,0.1,7,0,2021-01-02
Missing,1574,0.1,4,0,2021-01-03
Missing,1577,0.1,4,0,2021-01-04
Missing,1583,0.1,4,0,2021-01-05
Missing,1706,0.1,6,0,2021-01-06
Missing,1794,0.1,5,0,2021-01-07
Missing,1794,0.1,5,0,2021-01-08
Missing,1817,0.1,6,0,2021-01-09
Missing,1825,0.1,6,0,2021-01-10
Missing,1819,0.1,5,0,2021-01-11
Missing,1846,0.1,6,0,2021-01-12
Missing,1877,0.1,7,0,2021-01-13
Missing,1903,0.1,7,0,2021-01-14
Missing,1919,0.1,7,0,2021-01-15
Missing,1956,0.1,7,0,2021-01-16
Missing,1978,0.1,7,0,2021-01-17
Missing,1974,0.1,8,0,2021-01-18
Missing,1970,0.1,8,0,2021-01-19
Missing,1990,0.1,7,0,2021-01-20
Missing,2001,0.1,8,0,2021-01-21
Missing,2010,0.1,8,0,2021-01-22
Missing,2024,0.1,8,0,2021-01-23
Missing,2024,0.1,9,0,2021-01-24
Total,37369,100,1396,100,2020-04-22
Total,39254,100,1489,100,2020-04-23
Total,41137,100,1573,100,2020-04-24
Total,42164,100,1647,100,2020-04-25
Total,43464,100,1676,100,2020-04-26
Total,45031,100,1721,100,2020-04-27
Total,46500,100,1809,100,2020-04-28
Total,48917,100,1890,100,2020-04-29
Total,50442,100,1988,100,2020-04-30
Total,52197,100,2083,100,2020-05-01
Total,53616,100,2138,100,2020-05-02
Total,54937,100,2178,100,2020-05-03
Total,56212,100,2221,100,2020-05-04
Total,58815,100,2325,100,2020-05-05
Total,60614,100,2412,100,2020-05-06
Total,62512,100,2493,100,2020-05-07
Total,64561,100,2576,100,2020-05-08
Total,66680,100,2657,100,2020-05-09
Total,67939,100,2691,100,2020-05-10
Total,69382,100,2752,100,2020-05-11
Total,71141,100,2846,100,2020-05-12
Total,73164,100,2926,100,2020-05-13
Total,74936,100,3029,100,2020-05-14
Total,76793,100,3119,100,2020-05-15
Total,78839,100,3179,100,2020-05-16
Total,80430,100,3216,100,2020-05-17
Total,81795,100,3250,100,2020-05-18
Total,84057,100,3374,100,2020-05-19
Total,86197,100,3451,100,2020-05-20
Total,88444,100,3544,100,2020-05-21
Total,90631,100,3589,100,2020-05-22
Total,92710,100,3646,100,2020-05-23
Total,94558,100,3666,100,2020-05-24
Total,96733,100,3679,100,2020-05-25
Total,98980,100,3707,100,2020-05-26
Total,101697,100,3816,100,2020-05-27
Total,103886,100,3904,100,2020-05-28
Total,106878,100,3985,100,2020-05-29
Total,110583,100,4043,100,2020-05-30
Total,113006,100,4080,100,2020-05-31
Total,115310,100,4127,100,2020-06-01
Total,117687,100,4231,100,2020-06-02
Total,119807,100,4298,100,2020-06-03
Total,122901,100,4368,100,2020-06-04
Total,126016,100,4435,100,2020-06-05
Total,128812,100,4501,100,2020-06-06
Total,131319,100,4528,100,2020-06-07
Total,133489,100,4559,100,2020-06-08
Total,136191,100,4663,100,2020-06-09
Total,139281,100,4769,100,2020-06-10
Total,141983,100,4832,100,2020-06-11
Total,145643,100,4879,100,2020-06-12
Total,148855,100,4961,100,2020-06-13
Total,151452,100,4980,100,2020-06-14
Total,153560,100,5002,100,2020-06-15
Total,157015,100,5064,100,2020-06-16
Total,161099,100,5142,100,2020-06-17
Total,165416,100,5250,100,2020-06-18
Total,169309,100,5318,100,2020-06-19
Total,173824,100,5402,100,2020-06-20
Total,178054,100,5425,100,2020-06-21
Total,183073,100,5445,100,2020-06-22
Total,190222,100,5499,100,2020-06-23
Total,195571,100,5603,100,2020-06-24
Total,200461,100,5717,100,2020-06-25
Total,206433,100,5786,100,2020-06-26
Total,211243,100,5810,100,2020-06-27
Total,216550,100,5850,100,2020-06-28
Total,222917,100,5877,100,2020-06-29
Total,232657,100,5978,100,2020-06-30
Total,240195,100,6059,100,2020-07-01
Total,248235,100,6184,100,2020-07-02
Total,254745,100,6247,100,2020-07-03
Total,260155,100,6265,100,2020-07-04
Total,271684,100,6301,100,2020-07-05
Total,277774,100,6362,100,2020-07-06
Total,289468,100,6475,100,2020-07-07
Total,296499,100,6621,100,2020-07-08
Total,304297,100,6787,100,2020-07-09
Total,312344,100,6892,100,2020-07-10
Total,320804,100,6989,100,2020-07-11
Total,329162,100,7014,100,2020-07-12
Total,336508,100,7039,100,2020-07-13
Total,347634,100,7164,100,2020-07-14
Total,356178,100,7283,100,2020-07-15
Total,366164,100,7409,100,2020-07-16
Total,375363,100,7530,100,2020-07-17
Total,384692,100,7620,100,2020-07-18
Total,391538,100,7651,100,2020-07-19
Total,400769,100,7677,100,2020-07-20
Total,413576,100,7793,100,2020-07-21
Total,425616,100,7949,100,2020-07-22
Total,435334,100,8096,100,2020-07-23
Total,445400,100,8242,100,2020-07-24
Total,453659,100,8382,100,2020-07-25
Total,460550,100,8412,100,2020-07-26
Total,466550,100,8436,100,2020-07-27
Total,475305,100,8516,100,2020-07-28
Total,485502,100,8751,100,2020-07-29
Total,493588,100,8939,100,2020-07-30
Total,500130,100,9095,100,2020-07-31
Total,509162,100,9252,100,2020-08-01
Total,514901,100,9326,100,2020-08-02
Total,519427,100,9349,100,2020-08-03
Total,524722,100,9520,100,2020-08-04
Total,529980,100,9660,100,2020-08-05
Total,538416,100,9807,100,2020-08-06
Total,545787,100,9982,100,2020-08-07
Total,554160,100,10173,100,2020-08-08
Total,561911,100,10247,100,2020-08-09
Total,574411,100,10272,100,2020-08-10
Total,586056,100,10491,100,2020-08-11
Total,593141,100,10666,100,2020-08-12
Total,601075,100,10831,100,2020-08-13
Total,613689,100,10994,100,2020-08-14
Total,621562,100,11104,100,2020-08-15
Total,628031,100,11114,100,2020-08-16
Total,632667,100,11145,100,2020-08-17
Total,638831,100,11301,100,2020-08-18
Total,644751,100,11466,100,2020-08-19
Total,650336,100,11590,100,2020-08-20
Total,656892,100,11741,100,2020-08-21
Total,663669,100,11945,100,2020-08-22
Total,668615,100,11955,100,2020-08-23
Total,673095,100,12003,100,2020-08-24
Total,679099,100,12158,100,2020-08-25
Total,683529,100,12296,100,2020-08-26
Total,688858,100,12461,100,2020-08-27
Total,693839,100,12569,100,2020-08-28
Total,699909,100,12745,100,2020-08-29
Total,704085,100,12757,100,2020-08-30
Total,707797,100,12795,100,2020-08-31
Total,712052,100,12953,100,2020-09-01
Total,717177,100,13120,100,2020-09-02
Total,722283,100,13292,100,2020-09-03
Total,727239,100,13469,100,2020-09-04
Total,732144,100,13592,100,2020-09-05
Total,735235,100,13596,100,2020-09-06
Total,737911,100,13647,100,2020-09-07
Total,739527,100,13727,100,2020-09-08
Total,742865,100,13847,100,2020-09-09
Total,746191,100,13963,100,2020-09-10
Total,750298,100,14082,100,2020-09-11
Total,754923,100,14210,100,2020-09-12
Total,757778,100,14211,100,2020-09-13
Total,760013,100,14260,100,2020-09-14
Total,762963,100,14411,100,2020-09-15
Total,766201,100,14517,100,2020-09-16
Total,769831,100,14627,100,2020-09-17
Total,774135,100,14762,100,2020-09-18
Total,778400,100,14848,100,2020-09-19
Total,781694,100,14873,100,2020-09-20
Total,784324,100,14900,100,2020-09-21
Total,787470,100,15038,100,2020-09-22
Total,790640,100,15154,100,2020-09-23
Total,794040,100,15256,100,2020-09-24
Total,798237,100,15361,100,2020-09-25
Total,802308,100,15432,100,2020-09-26
Total,805263,100,15451,100,2020-09-27
Total,807425,100,15462,100,2020-09-28
Total,810625,100,15657,100,2020-09-29
Total,813687,100,15757,100,2020-09-30
Total,817277,100,15918,100,2020-10-01
Total,819436,100,15932,100,2020-10-02
Total,823729,100,15999,100,2020-10-03
Total,826784,100,16020,100,2020-10-04
Total,828461,100,16046,100,2020-10-05
Total,831225,100,16131,100,2020-10-06
Total,834800,100,16225,100,2020-10-07
Total,838606,100,16298,100,2020-10-08
Total,842776,100,16380,100,2020-10-09
Total,846579,100,16460,100,2020-10-10
Total,850028,100,16470,100,2020-10-11
Total,852406,100,16480,100,2020-10-12
Total,855072,100,16522,100,2020-10-13
Total,858401,100,16621,100,2020-10-14
Total,861476,100,16712,100,2020-10-15
Total,864455,100,16790,100,2020-10-16
Total,867317,100,16883,100,2020-10-17
Total,870791,100,16894,100,2020-10-18
Total,874077,100,16908,100,2020-10-19
Total,877784,100,16987,100,2020-10-20
Total,880724,100,17123,100,2020-10-21
Total,886865,100,17185,100,2020-10-22
Total,892810,100,17231,100,2020-10-23
Total,898029,100,17286,100,2020-10-24
Total,901010,100,17298,100,2020-10-25
Total,904198,100,17313,100,2020-10-26
Total,908713,100,17429,100,2020-10-27
Total,912904,100,17502,100,2020-10-28
Total,916918,100,17547,100,2020-10-29
Total,922005,100,17605,100,2020-10-30
Total,926534,100,17662,100,2020-10-31
Total,930628,100,17683,100,2020-11-01
Total,934672,100,17692,100,2020-11-02
Total,940010,100,17771,100,2020-11-03
Total,944576,100,17833,100,2020-11-04
Total,951094,100,17898,100,2020-11-05
Total,956957,100,17944,100,2020-11-06
Total,964639,100,18017,100,2020-11-07
Total,971851,100,18019,100,2020-11-08
Total,977218,100,18027,100,2020-11-09
Total,984682,100,18094,100,2020-11-10
Total,991609,100,18137,100,2020-11-11
Total,998502,100,18163,100,2020-11-12
Total,1008377,100,18237,100,2020-11-13
Total,1019345,100,18302,100,2020-11-14
Total,1029235,100,18323,100,2020-11-15
Total,1037978,100,18343,100,2020-11-16
Total,1047789,100,18395,100,2020-11-17
Total,1059267,100,18502,100,2020-11-18
Total,1072272,100,18593,100,2020-11-19
Total,1087714,100,18681,100,2020-11-20
Total,1102033,100,18754,100,2020-11-21
Total,1110370,100,18796,100,2020-11-22
Total,1125699,100,18817,100,2020-11-23
Total,1144049,100,18930,100,2020-11-24
Total,1158689,100,19031,100,2020-11-25
Total,1171324,100,19109,100,2020-11-26
Total,1183320,100,19154,100,2020-11-27
Total,1198934,100,19189,100,2020-11-28
Total,1212968,100,19220,100,2020-11-29
Total,1225189,100,19249,100,2020-11-30
Total,1245948,100,19368,100,2020-12-01
Total,1264539,100,19481,100,2020-12-02
Total,1286557,100,19682,100,2020-12-03
Total,1311625,100,19808,100,2020-12-04
Total,1341700,100,19930,100,2020-12-05
Total,1366435,100,20028,100,2020-12-06
Total,1389707,100,20087,100,2020-12-07
Total,1420558,100,20255,100,2020-12-08
Total,1450235,100,20458,100,2020-12-09
Total,1485703,100,20643,100,2020-12-10
Total,1521432,100,20812,100,2020-12-11
Total,1551766,100,20995,100,2020-12-12
Total,1585044,100,21088,100,2020-12-13
Total,1617370,100,21178,100,2020-12-14
Total,1671081,100,21410,100,2020-12-15
Total,1723362,100,21817,100,2020-12-16
Total,1764374,100,22080,100,2020-12-17
Total,1807982,100,22346,100,2020-12-18
Total,1854456,100,22571,100,2020-12-19
Total,1892348,100,22715,100,2020-12-20
Total,1925007,100,22826,100,2020-12-21
Total,1964076,100,23097,100,2020-12-22
Total,1964076,100,23097,100,2020-12-23
Total,2042290,100,23724,100,2020-12-24
Total,2072665,100,23902,100,2020-12-25
Total,2122806,100,24121,100,2020-12-26
Total,2155976,100,24195,100,2020-12-27
Total,2187221,100,24311,100,2020-12-28
Total,2218142,100,24738,100,2020-12-29
Total,2218142,100,24738,100,2020-12-30
Total,2292568,100,25802,100,2020-12-31
Total,2345909,100,26236,100,2021-01-01
Total,2391261,100,26494,100,2021-01-02
Total,2420894,100,26561,100,2021-01-03
Total,2452334,100,26807,100,2021-01-04
Total,2482226,100,27222,100,2021-01-05
Total,2518611,100,27811,100,2021-01-06
Total,2568641,100,28366,100,2021-01-07
Total,2621277,100,28996,100,2021-01-08
Total,2670962,100,29496,100,2021-01-09
Total,2710801,100,29911,100,2021-01-10
Total,2747288,100,30105,100,2021-01-11
Total,2781039,100,30685,100,2021-01-12
Total,2816969,100,31222,100,2021-01-13
Total,2859624,100,31647,100,2021-01-14
Total,2900246,100,32250,100,2021-01-15
Total,2942475,100,32813,100,2021-01-16
Total,2973174,100,33139,100,2021-01-17
Total,2996968,100,33364,100,2021-01-18
Total,3019371,100,33690,100,2021-01-19
Total,3039044,100,34345,100,2021-01-20
Total,3062068,100,35029,100,2021-01-21
Total,3085040,100,35544,100,2021-01-22
Total,3109151,100,36208,100,2021-01-23
Total,3136158,100,36448,100,2021-01-24
Total,3153186,100,36660,100,2021-01-25
Total,3169914,100,37326,100,2021-01-26
Total,3186610,100,38070,100,2021-01-27
Total,3205947,100,38667,100,2021-01-28
Total,3224374,100,39323,100,2021-01-29
Total,3243348,100,39913,100,2021-01-30
Total,3258706,100,40263,100,2021-01-31
Total,3270770,100,40457,100,2021-02-01
Total,3281271,100,41018,100,2021-02-02
Total,3294447,100,41634,100,2021-02-03
Total,3308468,100,42413,100,2021-02-04
Total,3320862,100,43018,100,2021-02-05
Total,3335926,100,43456,100,2021-02-06
Total,3346340,100,43735,100,2021-02-07
Total,3354591,100,43905,100,2021-02-08
Total,3362981,100,44425,100,2021-02-09
Total,3371556,100,44990,100,2021-02-10
Total,3381615,100,45520,100,2021-02-11
Total,3391036,100,45986,100,2021-02-12
Total,3399878,100,46457,100,2021-02-13
Total,3406365,100,46719,100,2021-02-14
Total,3412057,100,46795,100,2021-02-15
Total,3416147,100,47086,100,2021-02-16
Total,3421720,100,47537,100,2021-02-17
Total,3428518,100,47973,100,2021-02-18
Total,3435186,100,48414,100,2021-02-19
Total,3441946,100,48807,100,2021-02-20
Total,3446611,100,49039,100,2021-02-21
Total,3450058,100,49129,100,2021-02-22
Total,3455361,100,49470,100,2021-02-23
Total,3460326,100,50648,100,2021-02-24
Total,3465726,100,51121,100,2021-02-25
Total,3470877,100,51505,100,2021-02-26
Total,3475562,100,51794,100,2021-02-27
Total,3479078,100,52032,100,2021-02-28
Total,3481611,100,52129,100,2021-03-01
Total,3484963,100,52429,100,2021-03-02
Total,3488467,100,52823,100,2021-03-03
Total,3493126,100,53194,100,2021-03-04
Total,3497578,100,53464,100,2021-03-05
Total,3501394,100,53722,100,2021-03-06
Total,3504652,100,53828,100,2021-03-07
